numero,edad,identidad_genero,tipo_victima,lugar_hecho,modalidad_comisiva,fecha_hecho
651,25,Mujer,Principal ,Chubut,Golpes - Apuñalamiento,2016-05-17
650,21,Mujer,Principal ,Santa Fé,Golpes - Estrangulamiento - Otros,2016-05-14
649,18,Mujer,Principal ,Entre Ríos,Estrangulamiento - Otros,2016-04-22
648,26,Mujer,Principal ,Buenos Aires ,Estrangulamiento - Otros,2016-05-06
648,14,Mujer,Principal ,Buenos Aires ,Estrangulamiento - Otros,2016-05-06
647,21,Mujer,Principal ,Salta,Golpes,2016-04-18
646,30,Mujer,Principal ,Córdoba,Disparo de bala,2016-05-06
645,44,Mujer,Principal ,Córdoba,Se desconoce,2016-05-03
644,62,Mujer,Principal ,Entre Ríos,Se desconoce,2016-04-28
643,19,Mujer,Principal ,Córdoba,Golpes,2016-04-28
642,52,Mujer,Principal ,Mendoza,Golpes,2016-04-23
641,25,Mujer,Principal ,Buenos Aires ,Disparo de bala,2016-04-26
640,60,Mujer,Principal ,Salta,Golpes,2015-01-25
639,24,Mujer,Principal ,Buenos Aires ,Golpes - Otros,2016-04-26
638,43,Mujer,Principal ,Córdoba,Apuñalamiento,2016-04-27
637,48,Mujer,Principal ,Santa Fé,Disparo de bala,2016-04-24
635,22,Mujer,Principal ,Santa Cruz,Estrangulamiento,2016-04-24
634,32,Mujer,Principal ,Salta,Disparo de bala,2016-03-21
633,44,Mujer,Principal ,Catamarca,Acuchillamiento,2016-04-24
631,53,Mujer,Principal ,Santa Fé,Golpes,2016-04-11
630,27,Mujer,Principal ,Buenos Aires ,Golpes,2016-04-07
629,25,Mujer,Vinculado,Santiago del Estero,Disparo de bala,2016-04-06
629,32,Hombre,Vinculado,Santiago del Estero,Disparo de bala,2016-04-06
629,36,Mujer,Principal ,Santiago del Estero,Disparo de bala,2016-04-06
628,27,Mujer,Principal ,La Rioja,Apuñalamiento,2016-04-04
627,30,Mujer,Principal ,CABA,Disparo de bala,2016-04-01
626,22,Mujer,Principal ,Buenos Aires ,Disparo de bala,2016-03-30
625,44,Mujer,Principal ,Córdoba,Apuñalamiento,2016-03-31
624,28,Mujer,Principal ,Río Negro,Se desconoce,Se desconoce
623,21,Mujer,Principal ,Córdoba,Ahorcamiento,2015-03-27
622,25,Mujer,Principal ,Santa Fé,Disparo de bala,2016-03-28
621,42,Mujer,Principal ,Buenos Aires ,Acuchillamiento,2016-03-29
620,27,Mujer,Principal ,Río Negro,Golpes,Se desconoce
619,38,Mujer,Principal ,Chubut,Ahorcamiento,2015-03-23
618,32,Mujer,Principal ,Buenos Aires ,Apuñalamiento - Quemaduras,2016-03-17
618,11,Mujer,Vinculado,Buenos Aires ,Apuñalamiento - Quemaduras,2016-03-17
617,29,Mujer,Principal ,Río Negro,Golpes,2016-03-18
616,26,Mujer,Principal ,Misiones,Golpes - Estrangulamiento,2016-03-20
615,34,Mujer,Principal ,Córdoba,Asfixia,2015-03-04
614,43,Mujer,Principal ,Buenos Aires ,Acuchillamiento,2016-03-13
613,25,Mujer,Principal ,Jujuy,Otros,2015-04-18
612,,Mujer,Principal ,Santiago del Estero,Se desconoce,Se desconoce
611,26,Mujer,Principal ,Buenos Aires ,Apuñalamiento,2016-03-14
610,45,Mujer,Principal ,San Juan,Golpes,2016-03-11
609,26,Mujer,Principal ,Córdoba,Disparo de bala,2016-03-13
608,17,Mujer,Principal ,Buenos Aires ,Apuñalamiento,2016-03-11
607,34,Mujer,Principal ,Buenos Aires ,Apuñalamiento,2016-03-07
606,23,Mujer,Principal ,Buenos Aires ,Disparo de bala,2016-02-28
605,32,Mujer,Principal ,San Luis,Disparo de bala,2016-01-30
604,40,Mujer,Principal ,Buenos Aires ,Disparo de bala,2016-02-26
603,Se desconoce,Travesti,Principal ,Buenos Aires ,Disparo de bala,2016-02-29
602,34,Travesti,Principal ,Buenos Aires ,Golpes,2016-02-23
601,37,Mujer,Principal ,San Juan,Golpes  - Apuñalamiento,2016-02-27
600,64,Mujer,Principal ,San Juan,Abuso sexual - golpes,2016-02-23
599,18,Mujer,Principal ,Buenos Aires ,Acuchillamiento,2016-02-21
598,64,Mujer,Principal ,Buenos Aires,Degollamiento,2015-03-27
597,18,Mujer,Principal ,La Rioja,Disparo de bala,2016-02-11
596,33,Mujer,Principal ,Mendoza,Disparo de bala,2016-02-17
595,45,Mujer,Principal ,Santiago del Estero,Apuñalamiento,2015-12-10
594,27,Mujer,Principal ,Neuquén,Disparo de bala,2016-01-24
593,28,Mujer,Vinculado,Misiones,Disparo de bala,2016-02-13
592,25,Mujer,Principal ,Mendoza,Se desconoce,2016-02-15
591,39,Mujer,Principal ,Buenos Aires ,Estrangulamiento,2016-02-13
590,50,Mujer,Principal ,Formosa,Apuñalamiento,2016-02-15
589,13,Mujer,Principal ,Mendoza,Asfixia,2016-02-07
588,21,Mujer,Principal ,Entre Ríos,Apuñalamiento,2016-02-07
587,3,Mujer,Principal ,Mendoza,Golpes,2014-01-07
586,20,Mujer,Principal ,CABA,Apuñalamiento,2016-02-09
585,33,Hombre,Vinculado,Entre Ríos,Apuñalamiento,2016-02-10
584,38,Mujer,Principal ,Chaco,Apuñalamiento,2016-02-10
583,58,Mujer,Principal ,Buenos Aires ,Apuñalamiento,2016-02-08
582,3,Mujer,Principal ,Buenos Aires ,Abuso sexual - golpes,2016-01-30
581,29,Mujer,Principal ,Santa Fé,Abuso sexual - asfixia,2016-02-06
580,27,Mujer,Principal ,Buenos Aires ,Golpes - Apuñalamiento,2016-02-08
579,35,Mujer,Principal ,Santa Fé,Apuñalamiento,2016-02-07
578,36,Mujer,Principal ,Mendoza,Apuñalamiento,2016-02-07
577,73,Mujer,Principal ,Buenos Aires,Acuchillamiento,2015-12-10
576,48,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-12-18
574,18,Mujer,Principal ,Buenos Aires ,Degollamiento,2016-02-04
573,32,Mujer,Principal ,Santa Fé,Golpes - Degollamiento,2015-11-04
572,66,Mujer,Principal ,Misiones,Desaparecida,2014-02-28
571,58,Mujer,Principal ,Santiago del Estero,Apuñalamiento,2015-12-23
570,23,Mujer,Principal ,Buenos Aires,Golpes - Asfixia,2015-12-20
569,49,Mujer,Principal ,Neuquén,Quemaduras,2015-08-27
568,33,Mujer,Principal ,Neuquén,Disparo de bala,2013-04-18
567,16,Mujer,Principal ,Córdoba,Disparo de bala,2016-01-16
566,31,Mujer,Principal ,Salta,Apuñalamiento,2016-01-23
565,46,Mujer,Principal ,Córdoba,Quemaduras,2016-01-22
564,37,Mujer,Principal ,Córdoba,Golpes ,2016-01-22
563,13,Mujer,Principal ,Formosa,Golpes,2016-01-23
562,Se desconoce,Travesti,Principal ,Río Negro,Se desconoce,2016-01-17
561,28,Mujer,Principal ,Buenos Aires ,Acuchillamiento,2016-01-15
560,19,Mujer,Principal ,Corrientes,Estrangulamiento,2016-01-13
559,19,Mujer,Principal ,Chaco,Acuchillamiento,2015-11-22
558,49,Mujer,Principal ,Santa Fé,Disparo de bala,2016-01-13
557,35,Mujer,Principal ,Chaco,Disparo de bala,2015-11-23
556,20,Mujer,Principal ,Santa Fé,Disparo de bala,2015-12-15
555,20,Mujer,Principal ,Entre Ríos ,Otros,2015-12-22
553,48,Mujer,Principal ,Buenos Aires,Apuñalamiento,2015-12-11
552,22,Mujer,Principal ,Salta,Ahorcamiento,2016-01-04
551,54,Mujer,Principal ,Santa Fé,Apuñalamiento,2016-01-04
550,38,Mujer,Principal ,Buenos Aires,Golpes,2015-12-27
549,62,Mujer,Principal ,Buenos Aires,Apuñalamiento,2015-12-24
548,46,Mujer,Principal ,Salta,Asfixia,2015-12-01
547,25,Mujer,Principal ,Salta,Disparo de bala,2015-11-24
546,50,Mujer,Principal ,CABA,Acuchillamiento,2015-12-15
545,45,Mujer,Principal ,Córdoba,Golpes,2015-12-13
544,22,Mujer,Principal ,Córdoba,Golpes,2015-12-06
543,21,Mujer,Principal ,Tucumán,Ahorcamiento ,2015-12-03
542,16,Mujer,Principal ,Chaco,Golpes,2015-12-06
541,18,Mujer,Principal ,Buenos Aires,Apuñalamiento,2015-12-02
540,3,Mujer,Principal ,Jujuy,Estrangulamiento,2015-12-02
539,20,Mujer,Principal ,Buenos Aires,Asfixia - Estrangulamiento,2015-03-14
538,55,Mujer,Principal ,Buenos Aires,Acuchillamiento,2015-10-28
537,26,Mujer,Principal ,Córdoba,Apuñalamiento,2015-10-23
536,27,Mujer,Principal ,Buenos Aires,Estrangulamiento,2015-10-22
535,51,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-10-22
534,25,Mujer,Principal ,Buenos Aires,Asfixia,2015-10-18
533,41,Mujer,Principal ,CABA,Quemaduras,2015-09-05
532,33,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-10-19
531,35,Mujer,Principal ,Buenos Aires,Acuchillamiento,2014-11-05
530,22,Mujer,Principal ,Buenos Aires,Disparo de bala,2014-05-12
529,44,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-04-29
527,17,Mujer,Principal ,Buenos Aires,Se desconoce,2015-09-18
525,35,Mujer,Principal ,Buenos Aires,Apuñalamiento,2015-10-11
524,47,Mujer,Principal ,Buenos Aires,Degollamiento,2015-10-08
523,59,Trans - Femenina,Principal ,Santa Fé,Golpes - Apuñalamiento - Disparo de bala,2015-09-25
522,26,Travesti,Principal ,Santa Cruz,Se desconoce,2015-09-06
521,39,Travesti,Principal ,CABA,Acuchillamiento,2015-10-14
520,23,Mujer,Principal ,Buenos Aires,Golpes,2015-10-12
519,38,Mujer,Principal ,Buenos Aires,Acuchillamiento,2015-10-10
518,23,Mujer,Principal ,Salta,Disparo de bala,2015-10-09
517,19,Mujer,Principal ,Mendoza,Quemaduras - Asfixia - Otros,2015-10-08
516,47,Mujer,Principal ,Río Negro ,Estrangulamiento,2015-10-07
515,16,Mujer,Principal ,Salta,Estrangulamiento,2014-05-12
514,17,Mujer,Principal ,Buenos Aires,Golpes,2014-05-30
513,19,Mujer,Principal ,Misiones,Disparo de bala,2014-08-06
512,21,Mujer,Principal ,Formosa,Apuñalamiento,2015-01-30
511,20,Mujer,Principal ,Tucumán,Disparo de bala,2014-04-06
510,21,Mujer,Principal ,Buenos Aires,Acuchillamiento,2014-03-08
509,17,Mujer,Principal ,Buenos Aires,Disparo de bala,2014-05-25
509,19,Mujer,Vinculado,Buenos Aires,Disparo de bala,2014-05-25
508,19,Mujer,Principal ,Salta,Acuchillamiento,2015-10-07
507,44,Mujer,Principal ,Buenos Aires,Apuñalamiento,2015-10-06
506,17,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-10-07
505,43,Mujer,Principal ,Misiones,Quemaduras,2015-09-21
504,20,Mujer,Principal ,Chaco,Quemaduras,2014-12-01
503,53,Mujer,Principal ,Salta,Acuchillamiento,2015-09-23
502,44,Mujer,Principal ,Buenos Aires,Acuchillamiento - Golpes,2015-08-21
500,55,Travesti,Principal ,Buenos Aires,Golpes - Degollamiento,2014-11-15
499,39,Mujer,Principal ,Corrientes,Apuñalamiento,2013-04-27
498,21,Mujer,Principal ,Buenos Aires,Acuchillamiento,2014-12-25
497,53,Mujer,Principal ,Santa Fé,Golpes,2014-02-19
496,45,Mujer,Principal ,Neuquén,Disparo de bala,2015-02-02
495,27,Mujer,Principal ,Mendoza,Golpes,2015-09-20
494,25,Mujer,Principal ,Buenos Aires,Golpes,2015-09-18
493,48,Mujer,Principal ,Buenos Aires,Degollamiento,2014-10-28
492,24,Travesti,Principal ,Santiago del Estero,Acuchillamiento - Golpes - Atropellamiento,2014-12-03
491,55,Trans - Femenina,Principal ,Buenos Aires,Acuchillamiento,2014-11-25
490,36,Trans - Femenina,Principal ,Buenos Aires,Golpes,2014-11-06
489,16,Mujer,Principal ,Buenos Aires,Golpes - Otros,2014-01-09
488,17,Mujer,Principal ,Buenos Aires,Se desconoce,2014-03-10
487,60,Mujer,Principal ,Chubut,Disparo de bala,2015-06-03
486,3,Mujer,Principal ,Buenos Aires,Golpes,2014-08-21
485,8 meses,Mujer,Principal ,Buenos Aires,Golpes,2015-02-16
484,36,Mujer,Principal ,Neuquén,Disparo de bala,2015-09-12
483,24,Mujer,Principal ,Santa Fé,Disparo de bala,2015-09-12
482,24,Mujer,Principal ,Buenos Aires,Golpes - Otros,2015-08-13
481,81,Mujer,Principal ,Buenos Aires,Golpes,2015-07-15
480,42,Mujer,Principal ,Buenos Aires,Golpes,2015-08-19
479,38,Mujer,Principal ,Buenos Aires,Quemaduras,2015-08-02
478,73,Mujer,Principal ,Buenos Aires,Asfixia,2015-08-24
477,85,Mujer,Principal ,CABA,Estrangulamiento,2015-09-10
476,Menor de edad,Mujer,Principal ,Misiones,Golpes,2015-01-27
475,22,Mujer,Principal ,Buenos Aires,Acuchillamiento,2015-07-19
474,30,Mujer,Principal ,Jujuy,Disparo de bala,2013-02-24
473,46,Mujer,Principal ,Corrientes,Golpes - Estrangulamiento,2015-08-27
472,48,Mujer,Principal ,Entre Ríos,Disparo de bala,2013-10-29
471,30,Mujer,Principal ,Entre Ríos,Acuchillamiento,2013-07-17
470,24,Mujer,Principal ,Entre Ríos,Quemaduras,2013-03-31
469,19,Mujer,Principal ,Entre Ríos,Disparo de bala,2013-03-24
468,8 meses,Hombre,Vinculado,Entre Ríos,Disparo de bala,2013-01-13
467,,Mujer,Principal ,Entre Ríos,Acuchillamiento,2013-08-28
465,11,Mujer,Principal ,Buenos Aires,Otros,2013-02-23
464,25,Mujer,Principal ,Santa Fé,Golpes,2013-03-07
463,3,Se desconoce,Vinculado,Corrientes,Disparo de bala,2013-05-30
463,7,Se desconoce,Vinculado,Corrientes,Disparo de bala,2013-05-30
462,21,Mujer,Principal ,Salta,Estrangulamiento,2013-07-08
461,25,Mujer,Principal ,Buenos Aires,Golpes,2013-10-25
460,68,Mujer,Principal ,Río Negro,Golpes - Asfixia - Otros,2013-07-26
459,Se desconoce,Mujer,Principal ,Buenos Aires,Disparo de bala,2014-02-06
458,36,Mujer,Principal ,Buenos Aires,Acuchillamiento,2013-05-01
457,15,Mujer,Vinculado,Buenos Aires,Asfixia,2015-03-27
456,15,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-05-21
455,22,Mujer,Principal ,Entre Ríos,Otros,2013-07-15
454,50,Mujer,Principal ,Entre Ríos ,Golpes - Estrangulamiento,2015-08-31
453,47,Mujer,Principal ,Entre Ríos ,Quemaduras,2015-03-12
452,7,Mujer,Principal ,Entre Ríos ,Otros,2015-04-20
451,40,Mujer,Principal ,Entre Ríos ,Acuchillamiento,2015-03-18
450,51,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-08-31
449,16,Mujer,Principal ,Misiones,Acuchillamiento,2015-08-16
448,33,Mujer,Principal ,Buenos Aires,Otros,2015-08-22
447,25,Mujer,Principal ,Córdoba,Disparo de bala,2015-08-24
446,35,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-08-25
446,8,Mujer,Vinculado,Buenos Aires,Disparo de bala,2015-08-25
445,52,Mujer,Principal ,Buenos Aires,Golpes,2015-08-08
444,39,Mujer,Principal ,Buenos Aires,Acuchillamiento - Golpes - Otros,2015-08-24
443,40,Mujer,Principal ,Río Negro,Disparo de bala,2013-04-30
442,17,Mujer,Principal ,Entre Ríos ,Se desconoce,2015-08-25
440,21,Mujer,Principal ,Córdoba,Acuchillamiento,2013-05-03
439,32,Mujer,Principal ,Córdoba,Acuchillamiento,2013-04-24
438,23,Mujer,Vinculado,Córdoba,Disparo de bala,2013-12-02
437,32,Mujer,Principal,Córdoba,Acuchillamiento,2012-12-16
436,10,Hombre,Vinculado,Córdoba,Disparo de bala,2013-11-15
436,12,Mujer,Vinculado,Córdoba,Disparo de bala,2013-11-15
435,27,Mujer,Principal ,Córdoba,Asfixia - Estrangulamiento - Otros,2013-12-19
435,,Mujer,Vinculado,Córdoba,Asfixia - Estrangulamiento - Otros,2013-12-19
434,9,Mujer,Principal ,Salta,Acuchillamiento - Otros,2013-05-18
433,42,Mujer,Principal ,Córdoba,Acuchillamiento,2013-12-04
432,32,Mujer,Principal ,Buenos Aires,Se desconoce,2013-01-09
431,67,Mujer,Principal ,Córdoba,Golpes - Quemaduras - Otros,2013-07-28
430,49,Mujer,Principal ,Buenos Aires,Se desconoce,2013-01-10
429,24,Mujer,Principal ,Córdoba,Golpes - Estrangulamiento,2013-11-16
428,26,Mujer,Principal ,Buenos Aires,Se desconoce,2013-01-30
427,40,Mujer,Principal ,Buenos Aires,Degollamiento,2015-11-17
425,45,Mujer,Principal ,Buenos Aires,Golpes - Degollamiento - Otros,2013-04-17
424,29,Mujer,Principal ,Córdoba,Acuchillamiento,2013-06-18
423,43,Mujer,Principal ,Córdoba,Acuchillamiento,2013-03-08
421,50,Mujer,Principal,Córdoba,Acuchillamiento,2012-12-17
420,35,Mujer,Principal ,Córdoba,Acuchillamiento - Golpes,2013-10-26
419,14,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-01-30
418,37,Mujer,Vinculado,Buenos Aires,Ataladramiento,2014-11-26
418,61,Mujer,Principal ,Buenos Aires,Ataladramiento,2014-11-26
417,28,Mujer,Principal ,Buenos Aires,Se desconoce,2014-12-03
416,16,Mujer,Principal ,Córdoba,Disparo de bala,2013-12-12
415,26,Mujer,Principal ,San Luis,Disparo de bala,2013-11-20
415,4,Hombre,Vinculado,San Luis,Disparo de bala,2013-11-20
414,40,Mujer,Principal ,Córdoba,Quemaduras,2013-11-24
413,31,Mujer,Principal ,Córdoba,Asfixia,2013-05-07
412,40,Mujer,Principal ,Buenos Aires,Acuchillamiento,2014-05-05
411,47,Mujer,Principal ,Córdoba,Acuchillamiento,2013-06-08
410,26,Mujer,Principal ,Santa Fé,Disparo de bala,2013-08-20
409,52,Mujer,Principal ,Buenos Aires,Estrangulamiento - Quemaduras,2015-08-15
408,17,Mujer,Principal ,Entre Ríos ,Golpes,2015-07-29
407,17,Mujer,Principal ,Buenos Aires,Disparo de bala,2013-10-26
406,2,Hombre,Vinculado,Buenos Aires,Degollamiento,2013-02-18
406,7,Hombre,Vinculado,Buenos Aires,Degollamiento,2013-02-18
405,11,Mujer,Vinculado,Buenos Aires,Quemaduras,2014-05-10
405,38,Mujer,Principal ,Buenos Aires,Quemaduras,2014-05-10
405,31,Hombre,Vinculado,Buenos Aires,Quemaduras,2014-05-10
405,10,Mujer,Vinculado,Buenos Aires,Quemaduras,2014-05-10
405,6,Hombre,Vinculado,Buenos Aires,Quemaduras,2014-05-10
405,5,Mujer,Vinculado,Buenos Aires,Quemaduras,2014-05-10
405,4,Hombre,Vinculado,Buenos Aires,Quemaduras,2014-05-10
405,13,Mujer,Vinculado,Buenos Aires,Quemaduras,2014-05-10
404,43,Mujer,Principal ,Buenos Aires,Desaparecida,2014-09-06
403,24,Mujer,Principal ,Buenos Aires,Golpes,2014-12-20
402,4,Hombre,Vinculado,Córdoba,Acuchillamiento - Disparo de Bala,2015-08-04
402,7,Hombre,Vinculado,Córdoba,Acuchillamiento - Disparo de Bala,2015-08-04
401,20,Mujer,Principal ,Buenos Aires,Golpes - Estrangulamiento - Otros,2013-08-31
400,49,Mujer,Principal ,Buenos Aires,Acuchillamiento - Golpes,2013-11-20
399,35,Mujer,Principal ,Buenos Aires,Disparo de bala,2013-12-17
398,45,Mujer,Principal ,Buenos Aires,Golpes - Estrangulamiento - Otros,2013-06-12
397,25,Mujer,Principal ,Santa Fé,Disparo de bala,2014-12-22
396,28,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-06-01
395,16,Mujer,Principal ,Corrientes,Estrangulamiento,2015-06-03
394,22,Mujer,Principal ,Buenos Aires,Quemaduras,2015-05-28
393,16,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-07-18
392,20,Mujer,Principal ,Buenos Aires,Estrangulamiento,2013-10-31
391,27,Mujer,Principal ,Salta,Acuchillamiento,2013-03-13
390,41,Mujer,Principal ,Córdoba,Golpes,2013-02-11
389,21,Mujer,Principal ,Mendoza,Acuchillamiento - Otros,2013-05-07
388,59,Mujer,Principal ,Mendoza,Golpes - Otros,2014-08-11
387,39,Mujer,Principal ,Mendoza,Golpes,2014-11-28
386,57,Mujer,Principal ,Mendoza,Disparo de bala,2015-02-13
385,45,Mujer,Principal ,Mendoza,Golpes,2013-07-12
384,68,Mujer,Principal ,Mendoza,Asfixia,2015-04-28
382,26,Mujer,Principal ,Salta,Disparo de bala,2014-07-28
381,29,Mujer,Principal ,Corrientes,Disparo de bala,2015-01-18
379,27,Mujer,Principal ,Buenos Aires,Golpes - Otros,2014-07-18
378,37,Mujer,Principal ,Buenos Aires,Acuchillamiento - Otros,2014-07-07
377,63,Mujer,Principal ,CABA,Acuchillamiento - Golpes,2014-06-21
377,86,Mujer,Principal ,CABA,Acuchillamiento - Golpes,2014-06-21
376,32,Mujer,Principal ,Buenos Aires,Golpes,2014-04-06
375,53,Mujer,Principal ,Buenos Aires,Disparo de bala,2014-02-11
374,43,Mujer,Principal ,Buenos Aires,Disparo de bala,2013-11-25
373,15,Mujer,Principal ,Entre Ríos,Disparo de bala,2013-08-18
372,22,Mujer,Principal ,Córdoba,Golpes - Otros,2013-06-30
371,33,Mujer,Principal ,Buenos Aires,Golpes,2013-05-20
370,48,Hombre,Vinculado,Buenos Aires,Disparo de bala,2013-03-25
369,41,Mujer,Principal,Santa Fé,Disparo de bala,2012-12-30
368,23,Mujer,Principal ,Entre Ríos,Estrangulamiento,2013-03-11
367,34,Mujer,Principal ,Buenos Aires,Acuchillamiento,2013-01-02
367,10,Mujer,Vinculado,Buenos Aires,Acuchillamiento,2013-01-02
366,20,Mujer,Principal ,Buenos Aires,Acuchillamiento - Golpes,2013-11-07
365,34,Mujer,Principal ,CABA,Golpes - Otros,2014-04-28
364,25,Mujer,Principal ,Buenos Aires,Estrangulamiento,2013-10-20
363,13,Mujer,Principal ,Catamarca,Estrangulamiento,2013-12-14
362,50,Mujer,Principal ,Buenos Aires,Golpes - Asfixia,2013-05-06
361,50,Mujer,Principal ,Catamarca,Acuchillamiento,2013-03-31
359,31,Mujer,Principal ,Catamarca,Acuchillamiento - Quemaduras,2013-01-29
358,Se desconoce,Mujer,Principal ,Tucumán,Quemaduras,2013-02-02
357,25,Mujer,Principal ,Córdoba,Estrangulamiento,2013-04-04
355,27,Mujer,Principal ,Córdoba,Disparo de bala,2013-03-24
354,46,Mujer,Principal ,Córdoba,Acuchillamiento,2013-03-12
352,34,Mujer,Principal ,Córdoba,Disparo de bala,2013-03-19
351,25,Mujer,Principal ,Córdoba,Golpes - Asfixia,2013-02-20
350,78,Mujer,Principal ,Córdoba,Disparo de bala,2013-02-06
349,22,Mujer,Principal ,Santa Fé,Ahorcamiento - Quemaduras,2014-12-06
348,38,Mujer,Principal ,Santa Fé,Disparo de bala,2015-04-14
347,55,Muier,Principal ,Santa Fé,Disparo de bala,2015-04-16
346,31,Travesti,Principal ,Santa Fé,Golpes - Empalamiento,2013-03-29
345,64,Mujer,Principal ,Salta,Golpes,2014-11-30
344,42,Mujer,Principal ,Santiago del Estero,Acuchillamiento - Golpes,2014-02-19
342,37,Mujer,Principal ,San Juan,Golpes,2014-01-17
341,16,Mujer,Principal ,San Juan,Golpes,2013-09-28
340,18,Mujer,Principal ,San Luis,Apuñalamiento,2013-01-19
339,34,Mujer,Principal ,San Juan,Golpes,2013-05-26
338,40,Mujer,Principal ,San Luis,Acuchillamiento,2014-12-07
337,38,Mujer,Principal ,Buenos Aires,Acuchillamiento,2014-09-25
336,40,Mujer,Principal ,Corrientes,Disparo de bala,2014-12-13
335,21,Mujer,Principal ,Buenos Aires,Golpes - Estrangulamiento,2014-06-17
334,21,Mujer,Principal ,CABA,Acuchillamiento,2014-07-15
333,13,Mujer,Principal ,Corrientes,Estrangulamiento,2014-09-17
332,58,Mujer,Vinculado,Buenos Aires,Acuchillamiento,2014-08-15
332,83,Mujer,Vinculado,Buenos Aires,Acuchillamiento,2014-08-15
331,28,Mujer,Principal ,Buenos Aires,Dsiparo de bala,2014-08-16
330,63,Mujer,Principal ,Buenos Aires,Apuñalamiento,2013-11-21
329,11,Mujer,Principal ,Chubut,Estrangulamiento - Otros,2013-09-02
328,34,Mujer,Principal ,Buenos Aires,Asfixia,2014-09-01
327,28,Mujer,Principal ,Buenos Aires,Disparo de bala,2014-05-06
326,41,Mujer,Principal ,Buenos Aires,Disparo de bala,2014-05-28
325,55,Mujer,Principal ,La Pampa,Disparo de bala,2014-12-14
324,27,Mujer,Principal ,La Pampa,Golpes,2014-08-19
323,30,Mujer,Principal ,Formosa,Acuchillamiento,2013-11-10
322,29,Mujer,Principal ,CABA,Disparo de bala,2014-10-09
321,21,Mujer,Principal ,Corrientes,Acuchillamiento,2013-03-08
319,35,Mujer,Principal ,Catamarca,Golpes,2013-10-06
318,45,Mujer,Principal ,Buenos Aires,Quemaduras,2015-08-08
317,17,Mujer,Principal ,Corrientes,Disparo de bala,2015-05-18
316,Se desconoce,Mujer,Principal ,Buenos Aires,Golpes,2014-02-10
315,31,Mujer,Principal ,Misiones,Quemaduras,2015-01-13
314,18,Mujer,Principal ,Buenos Aires,Asfixia,2014-12-09
313,46,Mujer,Principal ,Entre Ríos ,Disparo de bala,2015-02-07
312,25,Mujer,Principal ,Buenos Aires,Estrangulamiento,2014-03-07
311,40,Mujer,Principal ,Buenos Aires,Disparo de bala,2014-11-14
310,47,Mujer,Principal ,Río Negro,Golpes - Disparo de bala,2014-11-20
309,32,Mujer,Principal ,Tierra del Fuego,Acuchillamiento,2013-05-12
308,16,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-04-21
307,31,Travesti,Principal ,Salta,Golpes,2014-12-24
304,16,Mujer,Vinculado,Corrientes,Degollamiento,2015-06-03
303,63,Mujer,Principal ,Buenos Aires,Golpes,2013-01-13
302,25,Mujer,Principal ,CABA,Acuchillamiento,2014-09-03
300,50,Mujer,Principal ,Santiago del Estero,Acuchillamiento,2014-08-10
299,78,Mujer,Principal ,Santiago del Estero,Golpes,2014-06-24
298,26,Mujer,Principal ,Santiago del Estero,Acuchillamiento,2014-06-15
297,36,Mujer,Principal ,Santiago del Estero,Golpes,2014-05-23
296,43,Mujer,Principal ,Santiago del Estero,Golpes,2014-03-13
295,43,Mujer,Principal ,Santiago del Estero,Disparo de bala,2014-03-07
294,43,Mujer,Principal ,Santiago del Estero,Acuchillamiento,2014-02-19
293,18,Mujer,Principal ,Santiago del Estero,Acuchillamiento,2015-01-25
292,23,Mujer,Principal ,Santiago del Estero,Quemaduras,2014-01-10
291,53,Mujer,Principal ,Santiago del Estero,Disparo de bala,2013-10-21
290,19,Mujer,Principal ,Santiago del Estero,Acuchillamiento,2013-10-19
289,17,Mujer,Principal ,Santiago del Estero,Golpes,2013-10-31
288,41,Mujer,Principal ,Santiago del Estero,Acuchillamiento,2013-07-27
287,29,Mujer,Principal ,Santiago del Estero,Acuchillamiento,2013-06-01
286,69,Mujer,Principal ,CABA,Asfixia - Estrangulamiento,2013-12-26
285,34,Mujer,Principal ,Santiago del Estero,Disparo de bala,2013-04-28
284,42,Mujer,Principal ,Santiago del Estero,Quemaduras,2013-09-05
283,38,Mujer,Principal ,Chaco,Acuchillamiento,2013-03-27
282,55,Mujer,Principal ,Santiago del Estero,Disparo de bala,2013-04-21
281,22,Mujer,Principal ,Santiago del Estero,Disparo de bala,2013-02-11
279,17,Mujer,Principal ,Chaco,Golpes - Acuchillamiento - Otros,2015-06-17
277,29,Mujer,Principal ,Buenos Aires,Disparo de bala,2015-04-08
276,39,Mujer,Principal ,Corrientes,Acuchillamiento,2015-06-18
275,71,Mujer,Principal ,Chaco,Golpes - Otros,2015-04-22
274,40,Mujer,Principal ,Chaco,Acuchillamiento,2015-04-01
